iso_code,date,vaccine_name,total_vaccinations
UKR,2021/8/6,Sinovac,1857097
UKR,2021/8/7,Johnson&Johnson,3497
UKR,2021/8/7,Moderna,697483
UKR,2021/8/7,Oxford/AstraZeneca,1625391
UKR,2021/8/7,Pfizer/BioNTech,2286224
UKR,2021/8/7,Sinovac,1874678
UKR,2021/8/8,Johnson&Johnson,5497
UKR,2021/8/8,Moderna,714930
UKR,2021/8/8,Oxford/AstraZeneca,1626160
UKR,2021/8/8,Pfizer/BioNTech,2305795
UKR,2021/8/8,Sinovac,1886336
UKR,2021/8/9,Johnson&Johnson,5497
UKR,2021/8/9,Moderna,763868
UKR,2021/8/9,Oxford/AstraZeneca,1632996
UKR,2021/8/9,Pfizer/BioNTech,2358898
UKR,2021/8/9,Sinovac,1917467
UKR,2021/8/10,Johnson&Johnson,5497
UKR,2021/8/10,Moderna,823606
UKR,2021/8/10,Oxford/AstraZeneca,1641608
UKR,2021/8/10,Pfizer/BioNTech,2418395
UKR,2021/8/10,Sinovac,1957293
UKR,2021/8/11,Johnson&Johnson,7497
UKR,2021/8/11,Moderna,878149
UKR,2021/8/11,Oxford/AstraZeneca,1650551
UKR,2021/8/11,Pfizer/BioNTech,2475466
UKR,2021/8/11,Sinovac,1996785
UKR,2021/8/12,Johnson&Johnson,8497
UKR,2021/8/12,Moderna,937741
UKR,2021/8/12,Oxford/AstraZeneca,1658937
UKR,2021/8/12,Pfizer/BioNTech,2527848
UKR,2021/8/12,Sinovac,2038735
UKR,2021/8/13,Johnson&Johnson,10497
UKR,2021/8/13,Moderna,993492
UKR,2021/8/13,Oxford/AstraZeneca,1667224
UKR,2021/8/13,Pfizer/BioNTech,2581594
UKR,2021/8/13,Sinovac,2080743
UKR,2021/8/14,Johnson&Johnson,11497
UKR,2021/8/14,Moderna,1018316
UKR,2021/8/14,Oxford/AstraZeneca,1669542
UKR,2021/8/14,Pfizer/BioNTech,2611707
UKR,2021/8/14,Sinovac,2098636
UKR,2021/8/15,Johnson&Johnson,12997
UKR,2021/8/15,Moderna,1037116
UKR,2021/8/15,Oxford/AstraZeneca,1670630
UKR,2021/8/15,Pfizer/BioNTech,2631231
UKR,2021/8/15,Sinovac,2108792
UKR,2021/8/16,Johnson&Johnson,13997
UKR,2021/8/16,Moderna,1066876
UKR,2021/8/16,Oxford/AstraZeneca,1676934
UKR,2021/8/16,Pfizer/BioNTech,2676931
UKR,2021/8/16,Sinovac,2149665
UKR,2021/8/17,Johnson&Johnson,13997
UKR,2021/8/17,Moderna,1067220
UKR,2021/8/17,Oxford/AstraZeneca,1685060
UKR,2021/8/17,Pfizer/BioNTech,2735923
UKR,2021/8/17,Sinovac,2200797
UKR,2021/8/18,Johnson&Johnson,16297
UKR,2021/8/18,Moderna,1069856
UKR,2021/8/18,Oxford/AstraZeneca,1694282
UKR,2021/8/18,Pfizer/BioNTech,2791843
UKR,2021/8/18,Sinovac,2250723
UKR,2021/8/19,Johnson&Johnson,16297
UKR,2021/8/19,Moderna,1094262
UKR,2021/8/19,Oxford/AstraZeneca,1703799
UKR,2021/8/19,Pfizer/BioNTech,2842571
UKR,2021/8/19,Sinovac,2295099
UKR,2021/8/20,Johnson&Johnson,16297
UKR,2021/8/20,Moderna,1132477
UKR,2021/8/20,Oxford/AstraZeneca,1715615
UKR,2021/8/20,Pfizer/BioNTech,2893746
UKR,2021/8/20,Sinovac,2341011
UKR,2021/8/21,Johnson&Johnson,16297
UKR,2021/8/21,Moderna,1152511
UKR,2021/8/21,Oxford/AstraZeneca,1719249
UKR,2021/8/21,Pfizer/BioNTech,2918803
UKR,2021/8/21,Sinovac,2358459
UKR,2021/8/22,Johnson&Johnson,16297
UKR,2021/8/22,Moderna,1166838
UKR,2021/8/22,Oxford/AstraZeneca,1721628
UKR,2021/8/22,Pfizer/BioNTech,2936854
UKR,2021/8/22,Sinovac,2366417
UKR,2021/8/23,Johnson&Johnson,16297
UKR,2021/8/23,Moderna,1187626
UKR,2021/8/23,Oxford/AstraZeneca,1727893
UKR,2021/8/23,Pfizer/BioNTech,2960984
UKR,2021/8/23,Sinovac,2386661
UKR,2021/8/24,Johnson&Johnson,16961
UKR,2021/8/24,Moderna,1194377
UKR,2021/8/24,Oxford/AstraZeneca,1729161
UKR,2021/8/24,Pfizer/BioNTech,2968744
UKR,2021/8/24,Sinovac,2390957
UKR,2021/8/25,Johnson&Johnson,16961
UKR,2021/8/25,Moderna,1260097
UKR,2021/8/25,Oxford/AstraZeneca,1739344
UKR,2021/8/25,Pfizer/BioNTech,3015518
UKR,2021/8/25,Sinovac,2430690
UKR,2021/8/26,Johnson&Johnson,18252
UKR,2021/8/26,Moderna,1323980
UKR,2021/8/26,Oxford/AstraZeneca,1752037
UKR,2021/8/26,Pfizer/BioNTech,3068887
UKR,2021/8/26,Sinovac,2472889
UKR,2021/8/27,Johnson&Johnson,18252
UKR,2021/8/27,Moderna,1380767
UKR,2021/8/27,Oxford/AstraZeneca,1766557
UKR,2021/8/27,Pfizer/BioNTech,3122175
UKR,2021/8/27,Sinovac,2514845
UKR,2021/8/28,Johnson&Johnson,18252
UKR,2021/8/28,Moderna,1412802
UKR,2021/8/28,Oxford/AstraZeneca,1774056
UKR,2021/8/28,Pfizer/BioNTech,3150101
UKR,2021/8/28,Sinovac,2534952
UKR,2021/8/29,Johnson&Johnson,18252
UKR,2021/8/29,Moderna,1428491
UKR,2021/8/29,Oxford/AstraZeneca,1777291
UKR,2021/8/29,Pfizer/BioNTech,3164602
UKR,2021/8/29,Sinovac,2543004
UKR,2021/8/30,Johnson&Johnson,18252
UKR,2021/8/30,Moderna,1480775
UKR,2021/8/30,Oxford/AstraZeneca,1791327
UKR,2021/8/30,Pfizer/BioNTech,3211322
UKR,2021/8/30,Sinovac,2580446
UKR,2021/8/31,Johnson&Johnson,18252
UKR,2021/8/31,Moderna,1533693
UKR,2021/8/31,Oxford/AstraZeneca,1804114
UKR,2021/8/31,Pfizer/BioNTech,3261101
UKR,2021/8/31,Sinovac,2622011
UKR,2021/9/1,Johnson&Johnson,18252
UKR,2021/9/1,Moderna,1576727
UKR,2021/9/1,Oxford/AstraZeneca,1808614
UKR,2021/9/1,Pfizer/BioNTech,3301023
UKR,2021/9/1,Sinovac,2653577
UKR,2021/9/2,Johnson&Johnson,18252
UKR,2021/9/2,Moderna,1633642
UKR,2021/9/2,Oxford/AstraZeneca,1814767
UKR,2021/9/2,Pfizer/BioNTech,3354853
UKR,2021/9/2,Sinovac,2689451
UKR,2021/9/3,Johnson&Johnson,18252
UKR,2021/9/3,Moderna,1697081
UKR,2021/9/3,Oxford/AstraZeneca,1821678
UKR,2021/9/3,Pfizer/BioNTech,3412919
UKR,2021/9/3,Sinovac,2728524
UKR,2021/9/4,Johnson&Johnson,18252
UKR,2021/9/4,Moderna,1723846
UKR,2021/9/4,Oxford/AstraZeneca,1824694
UKR,2021/9/4,Pfizer/BioNTech,3437622
UKR,2021/9/4,Sinovac,2743300
UKR,2021/9/5,Johnson&Johnson,19252
UKR,2021/9/5,Moderna,1740754
UKR,2021/9/5,Oxford/AstraZeneca,1826201
UKR,2021/9/5,Pfizer/BioNTech,3451907
UKR,2021/9/5,Sinovac,2751387
UKR,2021/9/6,Johnson&Johnson,19252
UKR,2021/9/6,Moderna,1793578
UKR,2021/9/6,Oxford/AstraZeneca,1832006
UKR,2021/9/6,Pfizer/BioNTech,3496081
UKR,2021/9/6,Sinovac,2782506
UKR,2021/9/7,Johnson&Johnson,19252
UKR,2021/9/7,Moderna,1848353
UKR,2021/9/7,Oxford/AstraZeneca,1840055
UKR,2021/9/7,Pfizer/BioNTech,3550093
UKR,2021/9/7,Sinovac,2815288
UKR,2021/9/8,Johnson&Johnson,19252
UKR,2021/9/8,Moderna,1902028
UKR,2021/9/8,Oxford/AstraZeneca,1850422
UKR,2021/9/8,Pfizer/BioNTech,3610042
UKR,2021/9/8,Sinovac,2852466
UKR,2021/9/9,Johnson&Johnson,19252
UKR,2021/9/9,Moderna,1955333
UKR,2021/9/9,Oxford/AstraZeneca,1864044
UKR,2021/9/9,Pfizer/BioNTech,3674563
UKR,2021/9/9,Sinovac,2894633
UKR,2021/9/10,Johnson&Johnson,19252
UKR,2021/9/10,Moderna,2011351
UKR,2021/9/10,Oxford/AstraZeneca,1880650
UKR,2021/9/10,Pfizer/BioNTech,3743248
UKR,2021/9/10,Sinovac,2936851
UKR,2021/9/11,Johnson&Johnson,19252
UKR,2021/9/11,Moderna,2034510
UKR,2021/9/11,Oxford/AstraZeneca,1886133
UKR,2021/9/11,Pfizer/BioNTech,3773133
UKR,2021/9/11,Sinovac,2952768
UKR,2021/9/12,Johnson&Johnson,20052
UKR,2021/9/12,Moderna,2049898
UKR,2021/9/12,Oxford/AstraZeneca,1889112
UKR,2021/9/12,Pfizer/BioNTech,3791301
UKR,2021/9/12,Sinovac,2960581
UKR,2021/9/13,Johnson&Johnson,20052
UKR,2021/9/13,Moderna,2091726
UKR,2021/9/13,Oxford/AstraZeneca,1904030
UKR,2021/9/13,Pfizer/BioNTech,3838853
UKR,2021/9/13,Sinovac,2991506
UKR,2021/9/14,Johnson&Johnson,20052
UKR,2021/9/14,Moderna,2130300
UKR,2021/9/14,Oxford/AstraZeneca,1921335
UKR,2021/9/14,Pfizer/BioNTech,3889652
UKR,2021/9/14,Sinovac,3026624
UKR,2021/9/15,Johnson&Johnson,20052
UKR,2021/9/15,Moderna,2133812
UKR,2021/9/15,Oxford/AstraZeneca,1939987
UKR,2021/9/15,Pfizer/BioNTech,3949595
UKR,2021/9/15,Sinovac,3063303
UKR,2021/9/16,Johnson&Johnson,20052
UKR,2021/9/16,Moderna,2133932
UKR,2021/9/16,Oxford/AstraZeneca,1961254
UKR,2021/9/16,Pfizer/BioNTech,4014106
UKR,2021/9/16,Sinovac,3100311
UKR,2021/9/17,Johnson&Johnson,20052
UKR,2021/9/17,Moderna,2133932
UKR,2021/9/17,Oxford/AstraZeneca,1985011
UKR,2021/9/17,Pfizer/BioNTech,4084547
UKR,2021/9/17,Sinovac,3138672
UKR,2021/9/18,Johnson&Johnson,20052
UKR,2021/9/18,Moderna,2133932
UKR,2021/9/18,Oxford/AstraZeneca,1993321
UKR,2021/9/18,Pfizer/BioNTech,4119721
UKR,2021/9/18,Sinovac,3153793
UKR,2021/9/19,Johnson&Johnson,20680
UKR,2021/9/19,Moderna,2133932
UKR,2021/9/19,Oxford/AstraZeneca,1997827
UKR,2021/9/19,Pfizer/BioNTech,4142386
UKR,2021/9/19,Sinovac,3162023
UKR,2021/9/20,Johnson&Johnson,20680
UKR,2021/9/20,Moderna,2133932
UKR,2021/9/20,Oxford/AstraZeneca,2018715
UKR,2021/9/20,Pfizer/BioNTech,4199140
UKR,2021/9/20,Sinovac,3193117
UKR,2021/9/21,Johnson&Johnson,20680
UKR,2021/9/21,Moderna,2133932
UKR,2021/9/21,Oxford/AstraZeneca,2039053
UKR,2021/9/21,Pfizer/BioNTech,4262497
UKR,2021/9/21,Sinovac,3225427
UKR,2021/9/22,Johnson&Johnson,20680
UKR,2021/9/22,Moderna,2133932
UKR,2021/9/22,Oxford/AstraZeneca,2063094
UKR,2021/9/22,Pfizer/BioNTech,4337607
UKR,2021/9/22,Sinovac,3271044
UKR,2021/9/23,Johnson&Johnson,20680
UKR,2021/9/23,Moderna,2133932
UKR,2021/9/23,Oxford/AstraZeneca,2090547
UKR,2021/9/23,Pfizer/BioNTech,4414731
UKR,2021/9/23,Sinovac,3320095
UKR,2021/9/24,Johnson&Johnson,20680
UKR,2021/9/24,Moderna,2133932
UKR,2021/9/24,Oxford/AstraZeneca,2117460
UKR,2021/9/24,Pfizer/BioNTech,4499498
UKR,2021/9/24,Sinovac,3367419
UKR,2021/9/25,Johnson&Johnson,20680
UKR,2021/9/25,Moderna,2133932
UKR,2021/9/25,Oxford/AstraZeneca,2128467
UKR,2021/9/25,Pfizer/BioNTech,4536312
UKR,2021/9/25,Sinovac,3383819
UKR,2021/9/26,Johnson&Johnson,20680
UKR,2021/9/26,Moderna,2133932
UKR,2021/9/26,Oxford/AstraZeneca,2134561
UKR,2021/9/26,Pfizer/BioNTech,4558226
UKR,2021/9/26,Sinovac,3392964
UKR,2021/9/27,Johnson&Johnson,20680
UKR,2021/9/27,Moderna,2133932
UKR,2021/9/27,Oxford/AstraZeneca,2158055
UKR,2021/9/27,Pfizer/BioNTech,4618710
UKR,2021/9/27,Sinovac,3428364
UKR,2021/9/28,Johnson&Johnson,20680
UKR,2021/9/28,Moderna,2133932
UKR,2021/9/28,Oxford/AstraZeneca,2182428
UKR,2021/9/28,Pfizer/BioNTech,4687168
UKR,2021/9/28,Sinovac,3467779
UKR,2021/9/29,Johnson&Johnson,20680
UKR,2021/9/29,Moderna,2133932
UKR,2021/9/29,Oxford/AstraZeneca,2203270
UKR,2021/9/29,Pfizer/BioNTech,4756597
UKR,2021/9/29,Sinovac,3503511
UKR,2021/9/30,Johnson&Johnson,20680
UKR,2021/9/30,Moderna,2133932
UKR,2021/9/30,Oxford/AstraZeneca,2224726
UKR,2021/9/30,Pfizer/BioNTech,4828144
UKR,2021/9/30,Sinovac,3540041
UKR,2021/10/1,Johnson&Johnson,20680
UKR,2021/10/1,Moderna,2133932
UKR,2021/10/1,Oxford/AstraZeneca,2243794
UKR,2021/10/1,Pfizer/BioNTech,4902151
UKR,2021/10/1,Sinovac,3575036
UKR,2021/10/2,Johnson&Johnson,20680
UKR,2021/10/2,Moderna,2133932
UKR,2021/10/2,Oxford/AstraZeneca,2252214
UKR,2021/10/2,Pfizer/BioNTech,4934011
UKR,2021/10/2,Sinovac,3587746
UKR,2021/10/3,Johnson&Johnson,20680
UKR,2021/10/3,Moderna,2133932
UKR,2021/10/3,Oxford/AstraZeneca,2258225
UKR,2021/10/3,Pfizer/BioNTech,4954764
UKR,2021/10/3,Sinovac,3594906
UKR,2021/10/4,Johnson&Johnson,20680
UKR,2021/10/4,Moderna,2133932
UKR,2021/10/4,Oxford/AstraZeneca,2273681
UKR,2021/10/4,Pfizer/BioNTech,5010159
UKR,2021/10/4,Sinovac,3624386
UKR,2021/10/5,Johnson&Johnson,20680
UKR,2021/10/5,Moderna,2133932
UKR,2021/10/5,Oxford/AstraZeneca,2293426
UKR,2021/10/5,Pfizer/BioNTech,5072902
UKR,2021/10/5,Sinovac,3659132
UKR,2021/10/6,Johnson&Johnson,20680
UKR,2021/10/6,Moderna,2133932
UKR,2021/10/6,Oxford/AstraZeneca,2311554
UKR,2021/10/6,Pfizer/BioNTech,5140334
UKR,2021/10/6,Sinovac,3695870
UKR,2021/10/7,Johnson&Johnson,20680
UKR,2021/10/7,Moderna,2133932
UKR,2021/10/7,Oxford/AstraZeneca,2331364
UKR,2021/10/7,Pfizer/BioNTech,5210669
UKR,2021/10/7,Sinovac,3733410
UKR,2021/10/8,Johnson&Johnson,20680
UKR,2021/10/8,Moderna,2133932
UKR,2021/10/8,Oxford/AstraZeneca,2354373
UKR,2021/10/8,Pfizer/BioNTech,5292775
UKR,2021/10/8,Sinovac,3777030
UKR,2021/10/9,Johnson&Johnson,20680
UKR,2021/10/9,Moderna,2133932
UKR,2021/10/9,Oxford/AstraZeneca,2363992
UKR,2021/10/9,Pfizer/BioNTech,5331995
UKR,2021/10/9,Sinovac,3794244
UKR,2021/10/10,Johnson&Johnson,20680
UKR,2021/10/10,Moderna,2133932
UKR,2021/10/10,Oxford/AstraZeneca,2370759
UKR,2021/10/10,Pfizer/BioNTech,5355185
UKR,2021/10/10,Sinovac,3803347
UKR,2021/10/11,Johnson&Johnson,20680
UKR,2021/10/11,Moderna,2133932
UKR,2021/10/11,Oxford/AstraZeneca,2393558
UKR,2021/10/11,Pfizer/BioNTech,5418438
UKR,2021/10/11,Sinovac,3840525
UKR,2021/10/12,Johnson&Johnson,20680
UKR,2021/10/12,Moderna,2133932
UKR,2021/10/12,Oxford/AstraZeneca,2419877
UKR,2021/10/12,Pfizer/BioNTech,5499670
UKR,2021/10/12,Sinovac,3885677
UKR,2021/10/13,Johnson&Johnson,20680
UKR,2021/10/13,Moderna,2133932
UKR,2021/10/13,Oxford/AstraZeneca,2447663
UKR,2021/10/13,Pfizer/BioNTech,5589331
UKR,2021/10/13,Sinovac,3932617
UKR,2021/10/14,Johnson&Johnson,20680
UKR,2021/10/14,Moderna,2133932
UKR,2021/10/14,Oxford/AstraZeneca,2453703
UKR,2021/10/14,Pfizer/BioNTech,5610328
UKR,2021/10/14,Sinovac,3940477
UKR,2021/10/15,Johnson&Johnson,20680
UKR,2021/10/15,Moderna,2133932
UKR,2021/10/15,Oxford/AstraZeneca,2480483
UKR,2021/10/15,Pfizer/BioNTech,5693018
UKR,2021/10/15,Sinovac,3979445
UKR,2021/10/16,Johnson&Johnson,20680
UKR,2021/10/16,Moderna,2133932
UKR,2021/10/16,Oxford/AstraZeneca,2494003
UKR,2021/10/16,Pfizer/BioNTech,5741260
UKR,2021/10/16,Sinovac,4000483
UKR,2021/10/17,Johnson&Johnson,20680
UKR,2021/10/17,Moderna,2133932
UKR,2021/10/17,Oxford/AstraZeneca,2502686
UKR,2021/10/17,Pfizer/BioNTech,5773863
UKR,2021/10/17,Sinovac,4015094
UKR,2021/10/18,Johnson&Johnson,20680
UKR,2021/10/18,Moderna,2133932
UKR,2021/10/18,Oxford/AstraZeneca,2539195
UKR,2021/10/18,Pfizer/BioNTech,5870992
UKR,2021/10/18,Sinovac,4074525
UKR,2021/10/19,Johnson&Johnson,20680
UKR,2021/10/19,Moderna,2133932
UKR,2021/10/19,Oxford/AstraZeneca,2581885
UKR,2021/10/19,Pfizer/BioNTech,5983778
UKR,2021/10/19,Sinovac,4145636
UKR,2021/10/20,Johnson&Johnson,20680
UKR,2021/10/20,Moderna,2133932
UKR,2021/10/20,Oxford/AstraZeneca,2628045
UKR,2021/10/20,Pfizer/BioNTech,6109797
UKR,2021/10/20,Sinovac,4224711
UKR,2021/10/21,Johnson&Johnson,20680
UKR,2021/10/21,Moderna,2133932
UKR,2021/10/21,Oxford/AstraZeneca,2676896
UKR,2021/10/21,Pfizer/BioNTech,6243029
UKR,2021/10/21,Sinovac,4312294
UKR,2021/10/22,Johnson&Johnson,20680
UKR,2021/10/22,Moderna,2133932
UKR,2021/10/22,Oxford/AstraZeneca,2729100
UKR,2021/10/22,Pfizer/BioNTech,6386215
UKR,2021/10/22,Sinovac,4406372
UKR,2021/10/23,Johnson&Johnson,20680
UKR,2021/10/23,Moderna,2133932
UKR,2021/10/23,Oxford/AstraZeneca,2758864
UKR,2021/10/23,Pfizer/BioNTech,6477996
UKR,2021/10/23,Sinovac,4462557
UKR,2021/10/24,Johnson&Johnson,20680
UKR,2021/10/24,Moderna,2133932
UKR,2021/10/24,Oxford/AstraZeneca,2778559
UKR,2021/10/24,Pfizer/BioNTech,6531175
UKR,2021/10/24,Sinovac,4491014
UKR,2021/10/25,Johnson&Johnson,20680
UKR,2021/10/25,Moderna,2133932
UKR,2021/10/25,Oxford/AstraZeneca,2824088
UKR,2021/10/25,Pfizer/BioNTech,6654095
UKR,2021/10/25,Sinovac,4577485
UKR,2021/10/26,Johnson&Johnson,20680
UKR,2021/10/26,Moderna,2133932
UKR,2021/10/26,Oxford/AstraZeneca,2878362
UKR,2021/10/26,Pfizer/BioNTech,6791062
UKR,2021/10/26,Sinovac,4677537
UKR,2021/10/27,Johnson&Johnson,20680
UKR,2021/10/27,Moderna,2133932
UKR,2021/10/27,Oxford/AstraZeneca,2934606
UKR,2021/10/27,Pfizer/BioNTech,6925824
UKR,2021/10/27,Sinovac,4778516
UKR,2021/10/28,Johnson&Johnson,20680
UKR,2021/10/28,Moderna,2133932
UKR,2021/10/28,Oxford/AstraZeneca,2995512
UKR,2021/10/28,Pfizer/BioNTech,7053163
UKR,2021/10/28,Sinovac,4879512
UKR,2021/10/29,Johnson&Johnson,20680
UKR,2021/10/29,Moderna,2133932
UKR,2021/10/29,Oxford/AstraZeneca,3053525
UKR,2021/10/29,Pfizer/BioNTech,7193288
UKR,2021/10/29,Sinovac,4998583
UKR,2021/10/30,Johnson&Johnson,20680
UKR,2021/10/30,Moderna,2133932
UKR,2021/10/30,Oxford/AstraZeneca,3085949
UKR,2021/10/30,Pfizer/BioNTech,7272665
UKR,2021/10/30,Sinovac,5064547
UKR,2021/10/31,Johnson&Johnson,20680
UKR,2021/10/31,Moderna,2133932
UKR,2021/10/31,Oxford/AstraZeneca,3104675
UKR,2021/10/31,Pfizer/BioNTech,7331268
UKR,2021/10/31,Sinovac,5105036
UKR,2021/11/1,Johnson&Johnson,20680
UKR,2021/11/1,Moderna,2133932
UKR,2021/11/1,Oxford/AstraZeneca,3126198
UKR,2021/11/1,Pfizer/BioNTech,7462160
UKR,2021/11/1,Sinovac,5225928
UKR,2021/11/2,Johnson&Johnson,20680
UKR,2021/11/2,Moderna,2133932
UKR,2021/11/2,Oxford/AstraZeneca,3156456
UKR,2021/11/2,Pfizer/BioNTech,7609370
UKR,2021/11/2,Sinovac,5358899
UKR,2021/11/3,Johnson&Johnson,20680
UKR,2021/11/3,Moderna,2133932
UKR,2021/11/3,Oxford/AstraZeneca,3189471
UKR,2021/11/3,Pfizer/BioNTech,7744138
UKR,2021/11/3,Sinovac,5490388
UKR,2021/11/4,Johnson&Johnson,20680
UKR,2021/11/4,Moderna,2133932
UKR,2021/11/4,Oxford/AstraZeneca,3222314
UKR,2021/11/4,Pfizer/BioNTech,7852048
UKR,2021/11/4,Sinovac,5619955
UKR,2021/11/5,Johnson&Johnson,20680
UKR,2021/11/5,Moderna,2133932
UKR,2021/11/5,Oxford/AstraZeneca,3254614
UKR,2021/11/5,Pfizer/BioNTech,7960373
UKR,2021/11/5,Sinovac,5758247
UKR,2021/11/6,Johnson&Johnson,20680
UKR,2021/11/6,Moderna,2133932
UKR,2021/11/6,Oxford/AstraZeneca,3270389
UKR,2021/11/6,Pfizer/BioNTech,8014949
UKR,2021/11/6,Sinovac,5819302
UKR,2021/11/7,Johnson&Johnson,20680
UKR,2021/11/7,Moderna,2133932
UKR,2021/11/7,Oxford/AstraZeneca,3278967
UKR,2021/11/7,Pfizer/BioNTech,8055432
UKR,2021/11/7,Sinovac,5855324
UKR,2021/11/8,Johnson&Johnson,20680
UKR,2021/11/8,Moderna,2133932
UKR,2021/11/8,Oxford/AstraZeneca,3303822
UKR,2021/11/8,Pfizer/BioNTech,8158461
UKR,2021/11/8,Sinovac,5967880
UKR,2021/11/9,Johnson&Johnson,20680
UKR,2021/11/9,Moderna,2133932
UKR,2021/11/9,Oxford/AstraZeneca,3328050
UKR,2021/11/9,Pfizer/BioNTech,8284598
UKR,2021/11/9,Sinovac,6084916
UKR,2021/11/10,Johnson&Johnson,20680
UKR,2021/11/10,Moderna,2133942
UKR,2021/11/10,Oxford/AstraZeneca,3351490
UKR,2021/11/10,Pfizer/BioNTech,8418022
UKR,2021/11/10,Sinovac,6205139
UKR,2021/11/11,Johnson&Johnson,20680
UKR,2021/11/11,Moderna,2135266
UKR,2021/11/11,Oxford/AstraZeneca,3370767
UKR,2021/11/11,Pfizer/BioNTech,8559388
UKR,2021/11/11,Sinovac,6322308
UKR,2021/11/12,Johnson&Johnson,20680
UKR,2021/11/12,Moderna,2139570
UKR,2021/11/12,Oxford/AstraZeneca,3392565
UKR,2021/11/12,Pfizer/BioNTech,8711072
UKR,2021/11/12,Sinovac,6444376
UKR,2021/11/13,Johnson&Johnson,20680
UKR,2021/11/13,Moderna,2143052
UKR,2021/11/13,Oxford/AstraZeneca,3402279
UKR,2021/11/13,Pfizer/BioNTech,8787638
UKR,2021/11/13,Sinovac,6499855
UKR,2021/11/14,Johnson&Johnson,20680
UKR,2021/11/14,Moderna,2145818
UKR,2021/11/14,Oxford/AstraZeneca,3410177
UKR,2021/11/14,Pfizer/BioNTech,8838711
UKR,2021/11/14,Sinovac,6535491
UKR,2021/11/15,Johnson&Johnson,20680
UKR,2021/11/15,Moderna,2153410
UKR,2021/11/15,Oxford/AstraZeneca,3433061
UKR,2021/11/15,Pfizer/BioNTech,8965341
UKR,2021/11/15,Sinovac,6646473
UKR,2021/11/16,Johnson&Johnson,20680
UKR,2021/11/16,Moderna,2163748
UKR,2021/11/16,Oxford/AstraZeneca,3459243
UKR,2021/11/16,Pfizer/BioNTech,9101042
UKR,2021/11/16,Sinovac,6769107
UKR,2021/11/17,Johnson&Johnson,20680
UKR,2021/11/17,Moderna,2175480
UKR,2021/11/17,Oxford/AstraZeneca,3489380
UKR,2021/11/17,Pfizer/BioNTech,9232944
UKR,2021/11/17,Sinovac,6893168
UKR,2021/11/18,Johnson&Johnson,20680
UKR,2021/11/18,Moderna,2189152
UKR,2021/11/18,Oxford/AstraZeneca,3520847
UKR,2021/11/18,Pfizer/BioNTech,9361681
UKR,2021/11/18,Sinovac,7013612
UKR,2021/11/19,Johnson&Johnson,20680
UKR,2021/11/19,Moderna,2203044
UKR,2021/11/19,Oxford/AstraZeneca,3553076
UKR,2021/11/19,Pfizer/BioNTech,9502205
UKR,2021/11/19,Sinovac,7138283
UKR,2021/11/20,Johnson&Johnson,20680
UKR,2021/11/20,Moderna,2210924
UKR,2021/11/20,Oxford/AstraZeneca,3568705
UKR,2021/11/20,Pfizer/BioNTech,9573734
UKR,2021/11/20,Sinovac,7195566
UKR,2021/11/21,Johnson&Johnson,20680
UKR,2021/11/21,Moderna,2216010
UKR,2021/11/21,Oxford/AstraZeneca,3578074
UKR,2021/11/21,Pfizer/BioNTech,9625099
UKR,2021/11/21,Sinovac,7229572
UKR,2021/11/22,Johnson&Johnson,20680
UKR,2021/11/22,Moderna,2229398
UKR,2021/11/22,Oxford/AstraZeneca,3608235
UKR,2021/11/22,Pfizer/BioNTech,9747674
UKR,2021/11/22,Sinovac,7333706
UKR,2021/11/23,Johnson&Johnson,20680
UKR,2021/11/23,Moderna,2244439
UKR,2021/11/23,Oxford/AstraZeneca,3638728
UKR,2021/11/23,Pfizer/BioNTech,9876116
UKR,2021/11/23,Sinovac,7445851
UKR,2021/11/24,Johnson&Johnson,20680
UKR,2021/11/24,Moderna,2259482
UKR,2021/11/24,Oxford/AstraZeneca,3670594
UKR,2021/11/24,Pfizer/BioNTech,9997495
UKR,2021/11/24,Sinovac,7552882
UKR,2021/11/25,Johnson&Johnson,20680
UKR,2021/11/25,Moderna,2276130
UKR,2021/11/25,Oxford/AstraZeneca,3704230
UKR,2021/11/25,Pfizer/BioNTech,10113429
UKR,2021/11/25,Sinovac,7660539
UKR,2021/11/26,Johnson&Johnson,20680
UKR,2021/11/26,Moderna,2294866
UKR,2021/11/26,Oxford/AstraZeneca,3738566
UKR,2021/11/26,Pfizer/BioNTech,10231859
UKR,2021/11/26,Sinovac,7768813
UKR,2021/11/27,Johnson&Johnson,20680
UKR,2021/11/27,Moderna,2305392
UKR,2021/11/27,Oxford/AstraZeneca,3756433
UKR,2021/11/27,Pfizer/BioNTech,10291796
UKR,2021/11/27,Sinovac,7819959
UKR,2021/11/28,Johnson&Johnson,20680
UKR,2021/11/28,Moderna,2314610
UKR,2021/11/28,Oxford/AstraZeneca,3768884
UKR,2021/11/28,Pfizer/BioNTech,10331455
UKR,2021/11/28,Sinovac,7852601
UKR,2021/11/29,Johnson&Johnson,20680
UKR,2021/11/29,Moderna,2332713
UKR,2021/11/29,Oxford/AstraZeneca,3799466
UKR,2021/11/29,Pfizer/BioNTech,10423152
UKR,2021/11/29,Sinovac,7938278
UKR,2021/11/30,Johnson&Johnson,20680
UKR,2021/11/30,Moderna,2354746
UKR,2021/11/30,Oxford/AstraZeneca,3821569
UKR,2021/11/30,Pfizer/BioNTech,10520216
UKR,2021/11/30,Sinovac,8030549
UKR,2021/12/1,Johnson&Johnson,20680
UKR,2021/12/1,Moderna,2377393
